,text,label,pred_label
2329,"In April, Sen. McCain came out against helping women earn equal pay for equal work.",1, fake.
2330,"(Koch Industries) is among the worst in toxic air pollution in the entire United States ... and churns out more climate-changing greenhouse gases than oil giants Chevron, Shell and Valero.",1, fake.
2331,"The Chamber of Commerce says new carbon regulations will kill 244,000 jobs a year and cost average families $1,200 a year.",0, fake
2332,The American Academy of Pediatrics supports banning guns.,1, fake.
2333,The 9-0 decision last week was the 13th time the Supreme Court voted 9-0 that the president had exceeded his constitutional authority.,0, fake.
2334,Texas this fiscal year will have more money in reserve than the other 49 states combined.,0, fake.
2335,Our pension system is the only one in the country thats 100 percent funded.,1, fake.
2336,"In Virginia, people are going and getting marriage licenses who are 12 and 13, and 14 and 15 years old.",1, fake.
2337,"When Mitt Romney was governor of Massachusetts, we didnt just slow the rate of growth of our government, we actually cut it.",0, fake
2338,"Democratic Party candidates for the state Assembly actually received 200,000 more votes statewide than their Republican counterparts in the 2012 election",1, fake
2339,"Says that when Michelle Fields found out that there was a security camera, and that they had her on tape, all of a sudden that story changed.",0, fake.
2340,On switching parties.,0, fake.
2341,I stopped requesting earmarks in 2008.,1, fake.
2342,Every president since Eisenhower has taken executive action to address immigration issues.,1, fake.
2343,On an earmark moratorium.,0, fake.
2344,Romney would turn Medicare into a voucher program.,1, fake.
2345,22 veterans take their own lives each day.,1, fake.
2346,"While I was working on those streets watching those folks see their jobs shift overseas, you were a corporate lawyer sitting on the board at Wal-Mart.",1, fake
2347,This is the first time since the Depression that unemployment has stayed above 9 percent for two consecutive years.,0, fake.
2348,Weve seen more anti-womens choice bills introduced in the first half of this session than weve seen in the last three General Assemblies.,1, fake.
2349,Says more than eight countries lead the United States in the percentage of college graduates.,1, fake.
2350,Education Week rates Ohio schools in the top five in the nation.,1, real.
2351,"The downsizing of Pinellas County government resulted in about 1,200 people being laid off in a 12 percent unemployment market. I can tell you that every one of them was hired from the time that Ms. Latvala went into office in 2000.",0, fake
2352,"14,000 Americans . . . lose their health insurance every single day.",1, fake.
2353,The United States invented the community college. Nobody else had ever done anything like it.,1, fake.
2354,Says the federal government is the largest energy user in the country.,1, fake.
2355,The oceans have become 30 percent more acidic.,1, fake.
2356,Says the states new collective bargaining law effectively eliminates police unions ability to negotiate.,1, fake.
2357,They talk about this problem with binding arbitration. It doesnt make a lot of sense to me to have somebody from Los Angeles fly into Zanesville and impose a wage settlement on you ... and then theyre on the plane back to Los Angeles.,0, fake
2358,"Since December 2010 Florida has created 540,000 new jobs.",1, real
2359,Corporate taxes will soon be the highest in the industrialized world.,1, fake.
2360,"When we passed (the stand your ground law), we said it portends horrific events when peoples lives were put into these situations.",1, fake
2361,Everything I have said (on the campaign trail) has been factually accurate.,0, fake.
2362,Says Donald Trump used undocumented labor to build the Trump Tower.,1, fake.
2363,"An amendment to the House health reform bill ""puts new restrictions on women's access to abortion coverage in the private health insurance market even when they would pay premiums with their own money.""",0, fake.
2364,"In 2007, the top 1 percent of all income earners in the United States made 23.5 percent of all income, which is more than the entire bottom 50 percent.",1, real
2365,"Since Volvo spurned Georgia for South Carolina in early May, some 3,455 jobs promising more than $800 million in investments have come to the Peach State.",1, real
2366,Were the highest taxed nation in the world.,0, fake.
2367,The stories from women saying he groped or forced himself on them largely have been debunked.,0, fake.
2368,Says top Clinton advisers were pressing birther movement stories very hard.,0, fake.
2369,Says Alex Sinks plans for governor include $12.5 billion in new spending.,0, fake.
2370,"We are younger than our competitors, and this is entirely because of immigration.",1, fake.
2371,New business startups are at the lowest levels in 30 years.,1, fake.
2372,Did you know that in 2013 over 50 percent of all babies born in Oregon were Hispanic?,0, fake.
2373,John doesn't have a record in the Senate. John's only passed four bills. They're all about post offices.,0, fake
2374,57% of the jobs created in Austin from 2009 to 2013 do not pay families a living wage.,1, fake.
2375,"After how hard you work and how much you pay in taxes, New York City ends up getting the money. Im Chris Jacobs. I think its time we have someone in Albany thats making sure our region gets our fair share",0, fake
2376,Says the Senate will have a record number of female senators in 2013.,1, fake.
2377,The State of Texas does not even use the E-Verify system to determine if someone is legally in our country when they apply for a job.,1, fake.
2378,"When the Affordable Care Act was signed, 17 million American children had a pre-existing condition and were uninsurable.",0, fake.
2379,Says Bruce Springsteen played in 1975 at Seton Hall University in South Orange at Walsh gym.,1, fake
2380,"After the U.S.-led military alliance ejected Saddam Husseins forces from Kuwait in 1991, the Kuwaitis never paid us.",0, fake.
2381,"Kasichs budget increases state spending from $50.5 billion to $55.6 billion. This is the second largest, two-year spending increase in Ohio history.",1, fake
2382,Wendy Davis raised money for a U.S. House Democrat who is a member of a Democratic socialists group.,0, fake.
2383,Virginia spends less per student today than we did in 2008.,1, fake.
2384,Says the media distortedwhat happened with a baby at his rally.,1, fake.
2385,Wisconsin is one of the few states in the country that do not currently require a photographic identification to vote.,0, fake.
2386,Kelly Ayotte has voted four times against the federal Paycheck Fairness Act.,1, fake.
2387,Obamas position on nuclear arms is a march toward global zero.,1, fake.
2388,"Because of the 2011 debt ceiling fight, the stock market lost 2,000 points.",1, fake.
2389,Says Wisconsin Gov. Scott Walker in his budget repair bill is showing that no stone goes unturned as he asks everyone to tighten their belts.,0, fake
2390,Says Charlie Crist voted against minimum wage when he was in the Senate.,0, fake
2391,"Thirty-eight states -- Georgia not included -- have appointed, rather than elected, state school superintendents.",1, fake.
2392,"When I started in Ohio it was terrible. Now, were getting bipartisan support for our bills. And thats called leadership.",1, fake
2393,"Weve been able to create about 60,000 net new jobs in Virginia since February.",1, real
2394,"Says Bruce Springsteen only had 8,000 tickets sold for a Greensboro show and canceled after they didnt get the ticket sales they wanted.",0, fake
2395,Claims that Rep. Sanford Bishop votes similar to House Speaker Nancy Pelosi are inaccurate.,0, real
2396,Georgia has the fifth-highest number of uninsured people of any state in the union.,1, fake.
2397,"Gov. Rick Perry spent over a million dollars on D.C. lobbyists asking for more federal money and lives in a luxury house that costs taxpayers $10,000 a month.",1, fake
2398,"I was totally against the war in Iraq, saying for many years that it would destabilize the Middle East.",0, fake.
2399,Alex Sink wants to cut Medicare.,0, fake.
2400,"Lean, finely textured beef is the proper name [not pink slime], and it is a safe, widely used product.",1, real
2401,Says most of Perrys chiefs of staff have been lobbyists.,1, fake.
2402,"Says in our gun laws were allowing domestic abusers to sidestep this ban on getting a gun. The loophole allows a convicted abuser to walk into a gun show and walk out with a gun, no questions asked.",1, fake
2403,State agencies have not identified one single instance where groundwater has been damaged due to hydraulic fracking.,1, fake.
2404,Diane Black voted to fund Obamacare.,0, fake.
2405,"When the City and the Fairmount Park Conservancy invested $5 million in Hunting Park, crime went down 89 percent within a half mile radius of the park over the next three years.",1, real
2406,Says Newt Gingrichs contract was with the lobbyists at Freddie Mac.,1, fake.
2407,"The U.S. initially had three federal felonies: treason, piracy, and counterfeiting securities and money.",1, real
2408,Says the Panhandle has had its highest-ever bed tax collections in 2011.,1, fake.
2409,My position hasnt changed on using executive authority to address immigration issues.,0, fake
2410,"Rhode Islands voter identification law was pushed by a black Democrat in the House, a black Democrat in the Senate. Thats a fact.",1, fake
2411,Says Republican Sen. John McCain won more votes for president in Cuyahoga County in the 2008 general election than he did in seven states.,1, fake.
2412,"Hillary Clinton ""has the only health care plan that covers every American.""",1, fake.
2413,The deficit this year could pay all of the 2013 salaries of every professional baseball player for the next 248 years.,1, fake.
2414,President Obama was raised Muslim.,0, fake.
2415,The average student comes out of college hundreds of thousands of dollars in debt.,0, fake.
2416,ISIS is running through a border made porous by Barack Obamas policies.,0, fake.
2417,"The 2016 federal omnibus spending bill funds illegal immigrants coming in and through your border, right through Phoenix.",0, fake.
2418,Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.,1, fake.
2419,"Says Ronald Reagan understood repeatedly that when the deficit started to get out of control, that for him to make a deal he would have to propose both spending cuts and tax increases.",1, fake
2420,"$500 billion of the extension of the Bush tax cuts for the wealthy goes to 120,000 families.",1, fake.
2421,"The so-called defense minister of the Peoples Republic of Donetsk ... actually posted a bragging social media posting of having shot down a military transport. And then when it became apparent it was civilian, they pulled it down from social media.",1, fake
2422,Says Obamacare is the largest middle-class tax increase in history.,0, fake.
2423,We borrow money from the Chinese to buy oil from the Saudis.,1, fake
2424,Texans pay the sixth-highest property tax in the nation.,1, fake.
2425,"Says he vetoed $250,000 from the budget for a program to learn how to catch rainwater.",1, fake
2426,Members of the military dont contribute toward their pension.,1, fake.
2427,"In head-to-head polls for the general election, I beat Hillary Clinton by more than anybody, by 11 points.",1, fake
2428,On a cap-and-trade plan.,0, fake.
2429,"Under federal law, Jared Loughner would not have been able to buy a gun had he been identified as mentally ill.",1, fake.
2430,Tens of billions of dollars (from taxpayer-funded bailouts) ... flowed straight through AIG into the coffers of foreign corporations and foreign banks.,1, fake.
2431,The Georgia Secretary of States Office and the Georgia State Elections Board investigate and penalize hundreds of people guilty of election fraud.,1, fake.
2432,"Ronald Reagan raised taxes in 1982, 1984, 1985, 1986 and 1987.",1, fake.
2433,"Says Patrick Murphy embellished, according to reports, his University of Miami academic achievement.",1, fake
2434,"By the end of his first term, President Obama will have added as much debt as all the prior 43 presidents combined.",1, fake.
2435,"In America, we pay, by far, the highest prices in the world for prescription drugs.",1, real.
2436,Says Gov. Scott Walker said no to equal pay for equal work for women.,0, fake.
2437,Jobs that involve the minimum wage are overwhelmingly jobs for young people starting out in the workforce.,0, fake.
2438,"In 2006, Bernie Sanders voted in the House with hard-line Republicans for indefinite detention for undocumented immigrants, and then he sided with those Republicans to stand with vigilantes known as Minutemen who were taking up outposts along the border to hunt down immigrants.",1, fake
2439,From the Do As I Say Not As I Do department: federal employees owe $3.3 billion in back taxes.,1, fake.
2440,"In two years, Gov. McAuliffe has vetoed more bills that the previous three governors issued in each of their four-year terms.",1, fake
2441,"Says Gov. Charlie Crist has called him ""a rock star.""",1, fake
2442,Says Bernie Sanders voted for regime change with respect to Libya.,1, fake.
2443,Wisconsins 6th congressional district has more manufacturing jobs than almost any other in the nation.,1, real
2444,"Governor Christie also remains the only Governor since World War II, among both Democrats and Republicans, who failed to have his party win control of at least one legislative body over the course of his term.",0, fake
2445,Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law.,1, fake.
2446,More businesses are closing than opening in Virginia today.,0, fake.
2447,"PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress.",1, fake.
2448,Texas is LAST (50th) in spending for mental health care.,1, fake.
2449,"You know, we spent $3-million to study the DNA of bears in Montana.",1, fake.
2450,Seven more people will die each and every day until the Legislature ratifies these (pain clinic) rules that are being approved by the Board of Medicine and the Department of Health.,1, fake
2451,Sen. Jim Webb persists on negating Sen. Mark Warners votes,0, fake
2452,Says Donald Trump said the U.S. should encourage Japan to get nuclear weapons.,1, fake.
2453,I'm probably one of the four or five best-known Americans in the world.,0, fake
2454,The state of Georgia is near the bottom among states for SAT scores and graduation rates.,1, fake.
2455,I never once asked that (Megyn Kelly) be removed as a debate moderator.,0, fake.
2456,This bill allows Virginia to join about 23 other states that have an ultrasound procedure before an abortion.,1, real
2457,China owns about 29 percent of (the U.S.) debt.,0, fake.
2458,Says a university survey concluded his Massachusetts administration had more women in senior leadership positions than any other state in America.,1, fake.
2459,"Says a liberal immigration reform group endorsed his GOP primary opponent, Dave Brat.",0, fake.
2460,"When McCain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'The American people won't care about this.' """,1, fake
2461,On timing of announcement for president.,0, fake.
2462,Offshore wind power is significantly less expensive than solar energy.,1, fake.
2463,"Look, we are at war with these people and they dont wear uniforms. This is a war against people that are vicious, violent people, that we have no idea who they are, where they come from. We are allowing tens of thousands of them into our country now.",0, fake
2464,Carol Shea-Porter wants to increase taxes on small business and job creators.,0, fake.
2465,"Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises.",1, fake
2466,Romneycare was model for Obamacare.,1, fake.
2467,"Historically, Senate ratification of arms control treaties has been bipartisan.",1, real
2468,"The profit [from automated traffic enforcement cameras] is going to the private corporations, not to the city or state.",0, fake.
2469,"Gun violence is by far the leading cause of death for young African American men, outstripping the next nine causes of death combined.",1, fake.
2470,Today the Walton family of Walmart own more wealth than the bottom 40 percent of America.,1, fake.
2471,America is No. 1one in oil and gas.,1, fake.
2472,"Gov. (Rick) Perry helped balance his budget with about $6 billion worth of federal help, which he happily took, and then started blaming the members of Congress who had offered that help.",1, fake
2473,"Says the man who rushed the stage at him in Dayton, Ohio, had chatter about ISIS, or with ISIS in his social media posts.",0, fake
2474,Says Texas schools have had massive increases in class sizes with Rick Perry as governor.,0, fake.
2475,Thomas Paine wrote that the duty of a patriot is to protect his country from his government.,0, fake.
2476,A million people could get health insurance right away if Texas expanded Medicaid under Obamacare.,1, fake.
2477,Alison Alter got an F in attendance in 2016 as an Austin parks board member and was removed by a unanimous vote of the Austin City Council.,0, fake
2478,The 2013 immigration bill expanded President Obamas ability to bring Syrian refugees to this country without mandating any meaningful background checks.,0, fake
2479,Says state workers have not had across-the-board raises in six years.,1, fake.
2480,Says Scott Walker says he would ban stem cell research,0, fake
2481,"Said he's the only Republican candidate ""who's actually turned around a government economy.""",1, fake.
2482,"I used tax cuts to help create over 80,000 jobs in New Mexico.",1, real
2483,"Says she introduced a ban on ""dirty dancing.""",1, fake.
2484,"Well, you know, the Teamsters wanted to drill in Alaska. I voted against drilling in Alaska. So it's not like I'm a slam dunk on every issue.",1, fake
2485,"When I was growing up as a kid in the city of Milwaukee, if we averaged 4 homicides a year in the entire city that was a record number.",0, fake.
2486,Kilmartin has helped pass laws to create a witness protection program.,1, real
2487,"Her opponent: zero times a judge, zero rulings, zero experience on the bench.",1, fake.
2488,Says adding toll lanes on I-95 in Broward County improved rush-hour traffic for non-toll lanes from 25 mph to 45 mph.,1, fake.
2489,"During the last election, Democrats won over a million votes more than Republicans, but because of the way districts are designed, the Republicans got 33 more members of the House of Representatives than the Democrats did.",1, fake
2490,"[If] you apply for a job, the chances are 1 in 7 that you are going to be denied that job unfairly if everybody is forced to use E-Verify.",0, fake.
2491,The UK has an unarmed police force and a firearm fatality rate that is 40 times lower per capita than in the U.S.,1, real
2492,"In Congress right now, were doing the best job we have ever done in women in the federal legislature, but its still only 19 percent.",1, fake
2493,"Many states without collective bargaining, such as Arizona, Nevada and North Carolina, have far larger budget deficits than many that do, including Ohio.",1, fake.
2494,"Stimulus money funded a government board that made recommendations that would cost 378,000 jobs and $28.3 billion in sales.",0, fake.
2495,"One in five women in the military are receiving unwanted sexual contact, as are 3.3 percent of men.",1, real
2496,Says he never told anyone he hated the U.S. Senate.,1, fake.
2497,"Crimea was part of Russia until 1954, when it was given to the Soviet Republic of the Ukraine.",1, real
2498,"Obamas Justice-designate Sotomayor threw out (the New Haven firefighters) lawsuit in a sneaky, unsigned opinion -- the judicial equivalent of talk to the hand.",0, fake
2499,Each day our nation pays communist China $73.9 million in interest on our debt.,1, fake.
2500,On offshore oil drilling.,1, fake.
2501,The national debt is larger than our entire annual economy.,1, fake.
2502,"As Houstons mayor, I helped our area lead the nation in job growth.",0, fake.
2503,Only one president has ever cut Medicare for seniors in this country . . . Barack Obama.,0, fake.
2504,"I am the only candidate that has endorsed Bernie Sanders for President. In PA, Ive got Bernies back.",1, fake
2505,"According to a recent poll, there are more young Republicans enrolled in their parents (health insurance) plans than young Democrats.",1, fake.
2506,More money is dedicated within the Department of Homeland Security to climate change than whats spent combating Islamist terrorists radicalizing over the Internet in the United States of America.,1, fake.
2507,"Says CIA Director George Tenet told the Bush administration that the Sept. 11, 2001, terrorist attack was coming. So they did have advanced notice.",0, fake.
2508,Six convictions are connected to an allegation by prosecutors that Gov. Scott Walker is at the center of a criminal scheme.,0, fake
2509,Says 2010 was the worst year ever for Americas doctors reimbursed by Medicare.,0, fake.
2510,"Bill McCollum ""served as a lobbyist whose clients enabled mortgages for illegal immigrants.""",0, fake.
2511,"We do not have an overcrowding problem. As a matter of fact, Rhode Island has one of the lowest incarceration rates in the country.",1, fake
2512,Says his comment about extremists being a JV team wasnt specifically referring to Islamic State.,0, fake
2513,Says 93 percent of blacks in America are killed by other blacks.,1, fake.
2514,Says HillaryClintons immigration platform would create totally open borders.,0, fake.
2515,"The House did vote against engagement in Kosovo, and Bill Clinton kept fighting anyway. And, then, ultimately, a vote did pass.",1, fake
2516,Theres a big chunk of the country that thinks that I have been too soft on Wall Street.,1, fake.
2517,Says Barack Obama has played over 90 rounds of golf as president.,1, fake.
2518,Did you know that the U.S. is one of the very few nations in the world without an official language?,1, fake.
2519,Americans spend more than $160 billion and 6 billion hours per year complying with the tax code.,1, fake.
2520,"In the last seven years of my tenure, Texas created 1.5 million new jobs. As a matter of fact, without Texas, America would have lost 400,000 jobs.",1, real
2521,Says Nevadans will have a double-digit hike in their Obamacare premiums for the year and 10 of Nevadas 16 counties will only have one Obamacare...exchange insurer,1, fake
2522,The 2015 Legislature passed the fewest laws in 20 years.,1, fake.
2523,"Over the last 10 years, Texas created 33 percent of the net new jobs nationwide.",1, fake.
2524,The water quality in the ocean is perfect. Its been tested up and down every ocean shore in New Jersey.,1, fake.
2525,There is a 34 percent increase in violent crime in the state of California. And thats just within the last year.,0, fake
2526,"When he served as governor, Schwarzenegger preserved more land than any other gubernatorial administration in Californias history.",1, real
2527,Says he represents or has represented about half the San Antonio-rooted district in which he seeks election.,1, fake
2528,"We have a tax code that allows groups to use their political operations within the tax code, under the guise of a charity, to use undisclosed millions of dollars to do political campaigns.",1, fake
2529,The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000.,0, fake.
2530,"Last year, we borrowed $1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors.",1, fake
2531,Foreign companies in the United States have a significantly higher unionization rate than other companies overall.,1, fake.
2532,Says Obama was in New York City the same day as Israeli Prime Minister Benjamin Netanyahu but went on a TV show instead of meeting with him.,0, fake.
2533,You cant put a gun rack in a [Chevrolet] Volt.,0, fake
2534,Says students who receive free or reduced lunch are performing just as well as students who do not.,0, fake.
2535,Wrong precinct rules exacerbate our provisional ballot problems (and) HB 194 does nothing to solve the wrong-precinct problem.,1, fake
2536,We have the third-lowest minimum wage of developed countries.,1, fake.
2537,We were the No. 1 job creator in America in February and we are now the No. 4 job creator in the last year.,1, fake
2538,"If you printed a $1 bill for the entirety of the $14.1 trillion national debt, the resulting pile of money would weigh more than 136 aircraft carriers.",1, fake.
2539,"Fifty years ago, the average GM employee could pay for a year of a son or daughters college tuition on just two weeks wages.",1, fake.
2540,Says people who signed recall petitions against Wisconsin state Sen. Jim Holperin received harassing phone calls from out-of-state telemarketers claiming to represent the Democratic Party and insinuating foul play by petition circulators.,1, fake
2541,Says Ted Cruz never denied his father was photographedwith Lee Harvey Oswald.,0, fake.
2542,Eighty-seven percent of private insurance plans currently include (abortion) coverage.,1, fake.
2543,The Koch network (is) spending more money (in a Senate race) in Ohio than anywhere else in the country.,1, fake.
2544,Says Williamson County Attorney Jana Duty has never prosecuted a single adult felony case.,1, fake.
2545,"In the last five years, 28,000 people have been killed along the U.S.-Mexico border.",0, fake.
2546,Small businesses create 70 percent of the jobs in America.,1, fake.
2547,"Barack Obama is ""the only candidate who doesn't take a dime from oil company PACs or lobbyists.""",1, fake.
2548,"Says he worked with the Democratic legislature to balance spending with revenues so that at the end of my four-year term, the rainy day fund was established at more than $2 billion.",1, fake
2549,Florida ranks first in the nation for access to free prekindergarten.,1, fake.
2550,Says the vaccine to prevent HPV can cause mental retardation.,0, fake.
2551,Only 50 percent of students from Milwaukee public high schools go on to a two-or four-year college.,1, fake.
2552,"Says as Co-Chair of the Joint Ways Means Committee, I secured the key piece of funding for the Portland-Milwaukie Light Rail project bridge.",1, fake.
2553,A hundred percent of all the jobs lost during the recession have been reclaimed in Texas while the nation is at about 36 percent.,1, fake.
2554,Nobody is leaving Memphis. Thats a myth.,0, fake
2555,We have more illegal immigrants here than we did five years ago.,0, fake.
2556,Says U.S.-Mexico border has 1 million legal border crossings each and every day.,1, fake.
2557,We have invested record funding in protecting our environment.,0, real
2558,Our national debt ... is on track to exceed the size of our entire economy ... in just two more years.,1, fake.
2559,"Says David Rivera received a $5,000 campaign contribution from Congressman Spencer Bachus, who is currently under House Ethics investigation for insider trading.",1, fake
2560,We have over 300 state agencies. Forty-five of those agencies are related to health care.,0, real
2561,"When Social Security was passed, there were all kinds of lawsuits, just as there have been in the legal battle over the new health care law.",1, fake
2562,Says the state tax burden per citizen in New York is twice as high as in Florida.,1, fake.
2563,"Were losing almost 6,000 state jobs.",1, fake.
2564,"We have a guy who is going to be speaker of the House in four years, and his name has been on the ballot one time.",0, fake
2565,On abortion,0, fake
2566,Faculty salaries at UW System institutions have now fallen more than 18 percent below the national average.,1, fake.
2567,I had an uncle ... who was part of the first American troops to go into Auschwitz and liberate the concentration camps.,1, fake.
2568,Weve got the highest corporate tax rate in the world.,1, fake.
2569,"Republican challenger Bill Flores ""has never once voted in a general election in our district.""",1, fake.
2570,We send a billion dollars to foreign countries every day because of our addiction to foreign oil.,1, fake.
2571,"When we took office, let me remind you, there was virtually no international pressure on Iran.",0, fake
2572,U.S. Rep. Phil Gingrey wants public schools to teach women to stay in their place.,0, fake.
2573,Says stimulus money went to buy electric cars from Finland as a payback to Obama supporters.,0, fake.
2574,Says there were over 600 reports of Texas votes for Donald Trump in the states 2016 Republican primary virtually all getting tallied for Marco Rubio.,0, fake
2575,"$50,000. Thats what every child owes today because Washington politicians have run up a huge spending tab and left our kids the bill.",1, fake.
2576,Says new GOP Wisconsin Assembly members voted to take funding away from their public schools in their districts to give it to private Milwaukee voucher schools.,0, fake.
2577,Says the Republican state convention is actually larger than the Republican National Convention.,1, fake.
2578,A lot of student loans are already refinanced by the federal government.,0, fake.
2579,President Obama has declared disasters in 48 of 50 states this year.,1, fake.
2580,My opponent has no child care plan.,0, fake.
2581,We cut business taxes so today 70 percent of our businesses dont pay a business tax.,1, fake
2582,"In 2008, then-Sen. Barack Obama missed 60 or 70 percent of his votes. In 2004, John Kerry missed close to 60 to 70 percent and Bob Graham missed over 30 percent of his votes.",1, fake
2583,"Says Rick Perry told students he couldnt attend a gubernatorial forum due to scheduling conflicts, then on forum day tweeted that hed just been running with his dog.",1, fake
2584,Says the states budget shortfall is not that much different than it was in 2003.,0, fake.
2585,Says Barack Obama grew up in Kenya.,0, fake.
2586,The studies have shown us that [drug testing for welfare recipients] will be saving us money,0, fake
2587,No family earns too much to qualify for Oregon Healthy Kids program.,1, fake.
2588,Says Donald Trump is going to go out and carpet bomb the Middle East.,0, fake.
2589,"Says that compared to direct sales by manufacturers, consumers save avg of $500 per car sold through franchised dealer model.",0, fake.
2590,"McCain ""hired some of the biggest lobbyists in Washington to run his campaign.""",1, fake.
2591,"The United States is ""seeing greater income inequality now than any time since the 1920s.""",1, fake.
2592,I never called for a partition of Iraq.,1, real
2593,Says Mary Burkes Madison school district will be the only school district left in the state to ignore the (Act 10) law in the 2015-16 school year.,1, fake
2594,"In writing his book, Gov. Perry pointed out that by any measure Social Security has been a failure.",1, fake
2595,Nearly one in five women in America has been a victim of rape or attempted rape.,1, fake.
2596,I'm glad for the wording of it (an ethics report on corporate-sponsored Congressional trips) because clearly the wording exonerates me.,0, fake
2597,Drug overdoses are now the second-most common cause of death in New Hampshire.,0, fake.
2598,Sen. Hutchison abandoned Republicans and stood with Democrats to ensure health care legislation would pass quickly.,0, fake.
2599,There are more members of the U.S. Senate than the number of WI families who would benefit from GOP estate tax break.,1, fake.
2600,Wisconsin ranks 48th out of all 50 states in venture capital investment.,0, fake.
2601,Most of the U.S. Senate is comprised of multimillionaires.,1, fake.
2602,The fact is it's not amnesty.,1, real
2603,"When total Sandy spending is added up, its more than the annual budget for the U.S. Department of Homeland Security. And its more than twice the annual budget of the U.S. Energy Department.",1, fake
2604,"For a young man or woman who is entering the ninth grade in Newark this year, they have a 29 percent graduation rate.",0, fake
2605,"When I served as City Commissioner, we made great strides we successfully fought for, and won, adding women and people of color to the Fire Bureau.",1, real
2606,I am the first Latina to run for governor of Texas.,0, fake.
2607,The racial and ethnic makeup of the Gwinnett County Sheriffs Office mirrors the community it serves.,1, fake.
2608,On sequestration,0, fake
2609,This is the true picture of Milwaukees Renaissance after 12 years of Mayor Tom Barretts leadership.,0, fake
2610,Says carbon monoxide is still employed to euthanize dogs and cats in 29 Texas animal shelters.,1, fake.
2611,"In New York, when she ran for reelection, she carried 58 of our 62 counties. George Bush had won 40 counties in New York just two years earlier.",1, real
2612,Says Patrick Murphy is the only candidate to have voted against every measure to fund Zika.,0, fake.
2613,Says Donald Trump literally has no plans to make higher education more affordable.,1, fake.
2614,"Except for Virginia, the other 49 states keep raising their gas tax.",0, fake.
2615,Says Barack Obamas health care law will be the biggest job-killer ever.,0, fake.
2616,A million people a year come into the U.S. legally. No other country even comes close to that figure.,1, fake.
2617,"The GOP health care plan ""would allow health insurance companies to continue engaging in unfair and discriminatory practices like denying coverage to people because of a pre-existing medical condition.""",1, fake.
2618,This administration is slashing the Navy to pay for more Obamacare.,0, fake.
2619,Amazing fact: Senate has already voted on more amendments in 2015 than Reid allowed ALL YEAR last year.,1, fake
2620,Congress only funded half the wall between Mexico and the United States.,1, fake.
2621,Wisconsin has one of the most progressive tax codes in the country.,1, fake.
2622,"After years of 5.5 percent average tuition increases, we now have a two-year tuition freeze for the first time in the history of the UW System.",1, real
2623,"Says under the Senate immigration bill, newly legalized immigrants will pay every tax possible, but you dont get a single benefit for 10 years.",1, fake
2624,And the #jerseycomeback keeps rolling! Thanks to @GovChristie NJ now has lowest corruption risk of any state.,0, real
2625,"The law, right now, permits companies that close down American factories and offices and move those jobs overseas to take a tax deduction for the costs associated with moving the jobs to China or India or wherever.",1, fake
2626,[The] ACLU and atheists in Denver are demanding the NFL stop [Tim Tebow] from praying on the sidelines.,0, fake
2627,Says Hillary Clinton has not answered a single question about her immigration plan.,0, fake.
2628,"Barack Obama said ""people making less than $250,000 would benefit from his plan"" then said ""if you're a family making less than $200,000, you'll benefit.""",1, fake
2629,"If a President Romney got a call from the president of the (Mormon church), he has no choice but to obey. It is obedience over family and country.",0, fake
2630,"The more than $800,000 raised by the Alan Grayson campaign last quarter was ""#1 among all 435 members of the U.S. House of Representatives.""",0, fake.
2631,"John McCain has said the economy is ""not his strong suit.""",1, fake
2632,Says that President Barack Obama said an attack on Syria was going to be a pinprick.,0, fake.
2633,The only candidate pocketing big money from people who want to destroy coal is Mitch McConnell.,0, fake.
2634,Says Ted Cruzsaid I was in favor in Libya. I never discussed that subject.,0, fake
2635,Governor Carcieri has not been campaigning with me.,1, fake.
2636,Our children's safety is potentially at risk because nearly half of the apple juice consumed by our children comes from apples grown in China.,1, fake.
2637,Says recall organizers started their website last November and began work on their effort before he even took office.,0, fake.
2638,Snitker has been virtually ignored by the major media.,1, fake.
2639,The @nytimes states today that DJT believes more countries should acquire nuclear weapons. How dishonest are they. I never said this!,0, fake
2640,"The city of Columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions.",1, fake
2641,Fifty percent of kids coming out of school cant get a job.,1, fake.
2642,"We had a massive landslide victory, as you know, in the Electoral College.",0, fake.
2643,"In New Hampshire, 93 percent of Democrats, 79 percent of Republicans, 82 percent of gun owners and 60 percent of NRA households support background checks.",1, real
2644,Graduation and third-grade reading scores are up in the state since I took office.,1, fake
2645,Weve seen property taxes go down for the first time in 12 years on a median valued home.,1, fake.
2646,Some 500 detainees were released from Guantanamo during the Bush administration.,1, real
2647,Says Mark Pryor votes with Obama 93 percent of the time.,1, fake.
2648,"In its current state, this bill is the most restrictive voter ID legislation in the nation.",1, fake.
2649,Sen. Obama has always had a 100 percent prochoice rating.,1, fake.
2650,Says President Obama has never made a statement ... that he wanted a residual force left (in Iraq).,1, fake.
